count,streamType,tag,time,values
46089,6,131,1551437716,900.0
46089,6,129,1551437716,10390.0
46089,6,132,1551437716,4096.0
46089,6,126,1551437716,0.0
46089,6,127,1551437716,0.0
46089,6,130,1551437716,347.0
46088,6,128,1551437713,65296.0
46088,6,131,1551437713,0.0
46088,6,129,1551437713,1.0
46088,6,132,1551437713,0.0
46088,6,126,1551437713,0.0
46088,6,127,1551437713,0.0
46088,6,130,1551437713,0.0
46087,6,128,1551437706,65295.0
46087,6,131,1551437706,900.0
46087,6,129,1551437706,11290.0
46087,6,132,1551437706,4096.0
46087,6,126,1551437706,0.0
46087,6,127,1551437706,0.0
46087,6,130,1551437706,347.0
46086,6,128,1551437703,65296.0
46086,6,131,1551437703,0.0
46086,6,129,1551437703,1.0
